1.000000000000000021e-02,6.885306008493062180e+00
2.000000000000000042e-02,5.036321762906627697e+00
2.999999999999999889e-02,3.692986947921339969e+00
4.000000000000000083e-02,2.717990277634312335e+00
5.000000000000000278e-02,2.010246201026408386e+00
5.999999999999999778e-02,1.495887103446702948e+00
7.000000000000000666e-02,1.121251774156710956e+00
8.000000000000000167e-02,8.475324121864317162e-01
8.999999999999999667e-02,6.467523655173671449e-01
1.000000000000000056e-01,4.987830302304945285e-01
1.100000000000000006e-01,3.891549155212091771e-01
1.199999999999999956e-01,3.074652042263025242e-01
1.300000000000000044e-01,2.462271087628642718e-01
1.400000000000000133e-01,2.000427791890280749e-01
1.499999999999999944e-01,1.650110566449504435e-01
1.600000000000000033e-01,1.383045068996316407e-01
1.700000000000000122e-01,1.178678466575726336e-01
1.799999999999999933e-01,1.022031185170523687e-01
1.900000000000000022e-01,9.021674240210275642e-02
2.000000000000000111e-01,8.111069867981449133e-02
2.099999999999999922e-01,7.430525290834336105e-02
2.200000000000000011e-01,6.938434043163056730e-02
2.300000000000000100e-01,6.605739246274643095e-02
2.399999999999999911e-01,6.413330522977885029e-02
2.500000000000000000e-01,6.350365437781288480e-02
2.600000000000000089e-01,6.413330522977885029e-02
2.700000000000000178e-01,6.605739246274648646e-02
2.800000000000000266e-01,6.938434043163056730e-02
2.899999999999999800e-01,7.430525290834329166e-02
2.999999999999999889e-01,8.111069867981442194e-02
3.099999999999999978e-01,9.021674240210267315e-02
3.200000000000000067e-01,1.022031185170524520e-01
3.300000000000000155e-01,1.178678466575727446e-01
3.400000000000000244e-01,1.383045068996317795e-01
3.500000000000000333e-01,1.650110566449504435e-01
3.599999999999999867e-01,2.000427791890280749e-01
3.699999999999999956e-01,2.462271087628644939e-01
3.800000000000000044e-01,3.074652042263023022e-01
3.900000000000000133e-01,3.891549155212088440e-01
4.000000000000000222e-01,4.987830302304943064e-01
4.100000000000000311e-01,6.467523655173671449e-01
4.199999999999999845e-01,8.475324121864306059e-01
4.299999999999999933e-01,1.121251774156710068e+00
4.400000000000000022e-01,1.495887103446700950e+00
4.500000000000000111e-01,2.010246201026407054e+00
4.600000000000000200e-01,2.717990277634312335e+00
4.700000000000000289e-01,3.692986947921340857e+00
4.799999999999999822e-01,5.036321762906621480e+00
4.899999999999999911e-01,6.885306008493055074e+00
5.000000000000000000e-01,9.424777960769372243e+00
5.100000000000000089e-01,1.290087027362855387e+01
5.200000000000000178e-01,1.763716533443636791e+01
5.300000000000000266e-01,2.405273586461001756e+01
5.400000000000000355e-01,3.268092617576144931e+01
5.500000000000000444e-01,4.418684615071060762e+01
5.600000000000000533e-01,5.938044348743809309e+01
5.700000000000000622e-01,7.922077954044731030e+01
5.799999999999999600e-01,1.048059499938805317e+02
5.899999999999999689e-01,1.373422724766499528e+02
5.999999999999999778e-01,1.780863305809666599e+02
6.099999999999999867e-01,2.282547028625753853e+02
6.199999999999999956e-01,2.888991612346014790e+02
6.300000000000000044e-01,3.607500411148913031e+02
6.400000000000000133e-01,4.440372202881104613e+02
6.500000000000000222e-01,5.383059863735642239e+02
6.600000000000000311e-01,6.422526756432176853e+02
6.700000000000000400e-01,7.536104385436093480e+02
6.800000000000000488e-01,8.691167246035042808e+02
6.900000000000000577e-01,9.845893039885903590e+02
7.000000000000000666e-01,1.095126056803526126e+03
7.099999999999999645e-01,1.195426112328463205e+03
7.199999999999999734e-01,1.280208748216484764e+03
7.299999999999999822e-01,1.344685829975781871e+03
7.399999999999999911e-01,1.385028251569976419e+03
7.500000000000000000e-01,1.398761070998123387e+03
